0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
0.4589490234375,0.460802978515625,0.44951201171875,0.453843017578125,0.45483701171875,0.461260009765625,0.4540509765625,0.4591669921875,0.463197021484375,0.46940400390625,0.463197021484375,0.468675,0.469085986328125,0.470506005859375,0.467452001953125,0.47012099609375,0.4691,0.4695259765625,0.466597998046875,0.46674501953125,0.468764013671875,0.471356982421875,0.4670240234375,0.471202001953125,0.47102998046875,0.47102998046875,0.466760009765625,0.466897021484375,0.4642990234375,0.466047021484375,0.460652001953125,0.463408984375,0.46364599609375,0.471260009765625,0.461122021484375,0.470985009765625,0.47191298828125,0.4731990234375,0.465189013671875,0.4668669921875,0.46525,0.46667001953125,0.460022021484375,0.462064013671875
0.3217550048828125,0.3246840087890625,0.3214639892578125,0.3246280029296875,0.3241860107421875,0.3244909912109375,0.3232429931640625,0.3237179931640625,0.3238590087890625,0.3267070068359375,0.3236669921875,0.3253050048828125,0.3266030029296875,0.3275580078125,0.3263669921875,0.3274699951171875,0.328181005859375,0.3282989990234375,0.3260860107421875,0.326535009765625,0.32711298828125,0.32881298828125,0.3268429931640625,0.32881298828125,0.328535009765625,0.329425,0.327718994140625,0.328314990234375,0.328227001953125,0.3298659912109375,0.328068994140625,0.32892900390625,0.3302969970703125,0.3317110107421875,0.3302820068359375,0.331681005859375,0.3323659912109375,0.33298798828125,0.3318860107421875,0.33296201171875,0.3321030029296875,0.33297900390625,0.3316610107421875,0.33207900390625
0.3656080078125,0.3665909912109375,0.363339990234375,0.36634599609375,0.367527001953125,0.3697610107421875,0.3645840087890625,0.3647489990234375,0.3666409912109375,0.36952900390625,0.36596201171875,0.36946201171875,0.369625,0.371127001953125,0.3688570068359375,0.3701169921875,0.371364990234375,0.37251201171875,0.37108701171875,0.372247998046875,0.3722389892578125,0.3726699951171875,0.3685840087890625,0.3709409912109375,0.3684280029296875,0.370289990234375,0.363647998046875,0.3694919921875,0.3698080078125,0.3698260009765625,0.3676159912109375,0.3687260009765625,0.3693419921875,0.3711239990234375,0.3689280029296875,0.3690010009765625,0.3694030029296875,0.3703820068359375,0.3689320068359375,0.370306005859375,0.3723030029296875,0.3740510009765625,0.3723030029296875,0.3735360107421875
0.42983798828125,0.438533984375,0.4286830078125,0.438464990234375,0.4354169921875,0.438883984375,0.43151201171875,0.437393994140625,0.436314013671875,0.43784501953125,0.42795400390625,0.4306259765625,0.432256005859375,0.440147998046875,0.432256005859375,0.43865400390625,0.440131005859375,0.441677978515625,0.434556005859375,0.4363490234375,0.43421201171875,0.43421201171875,0.428497998046875,0.43288701171875,0.4327009765625,0.4327009765625,0.419985009765625,0.420108984375,0.420266015625,0.427693994140625,0.41578701171875,0.41707001953125,0.422310009765625,0.429939990234375,0.422310009765625,0.42778798828125,0.42525498046875,0.426827978515625,0.42097998046875,0.425952001953125,0.42795,0.4291009765625,0.4200490234375,0.420431005859375
0.3089280029296875,0.3102610107421875,0.308472998046875,0.3091840087890625,0.3084179931640625,0.309806005859375,0.3078800048828125,0.30940400390625,0.309075,0.3098199951171875,0.3083260009765625,0.30966298828125,0.3107919921875,0.31204599609375,0.310460009765625,0.31204599609375,0.3117909912109375,0.3124169921875,0.311206005859375,0.3122030029296875,0.3127449951171875,0.3127639892578125,0.3113469970703125,0.3120179931640625,0.3114659912109375,0.3118969970703125,0.3091409912109375,0.31084599609375,0.3108489990234375,0.3110110107421875,0.3094550048828125,0.31035400390625,0.3111409912109375,0.31128701171875,0.3099260009765625,0.31102900390625,0.311743994140625,0.3133830078125,0.311743994140625,0.3133639892578125,0.313485009765625,0.314268994140625,0.3131,0.314052001953125
0.3368659912109375,0.3378510009765625,0.3361639892578125,0.337285009765625,0.3380860107421875,0.3387590087890625,0.3379219970703125,0.3381989990234375,0.33870400390625,0.339506005859375,0.337014990234375,0.3389780029296875,0.3392510009765625,0.33995400390625,0.3369659912109375,0.337485009765625,0.336047998046875,0.3390800048828125,0.335468994140625,0.3385510009765625,0.3386010009765625,0.33999599609375,0.337931005859375,0.3397159912109375,0.3418090087890625,0.3432090087890625,0.34131298828125,0.3431280029296875,0.3435949951171875,0.34442099609375,0.3425840087890625,0.34436201171875,0.3449969970703125,0.3481070068359375,0.344414990234375,0.347872998046875,0.3485139892578125,0.35013798828125,0.346835009765625,0.3484550048828125,0.349468994140625,0.350922998046875,0.3484320068359375,0.3508010009765625
0.3977969970703125,0.4008969970703125,0.395639990234375,0.395725,0.4006409912109375,0.4028840087890625,0.3953169921875,0.399172998046875,0.3976820068359375,0.3983090087890625,0.3954340087890625,0.39587900390625,0.3919260009765625,0.3954330078125,0.39065400390625,0.394656005859375,0.3966389892578125,0.3979889892578125,0.393597998046875,0.3965340087890625,0.395622998046875,0.3962,0.3933340087890625,0.394993994140625,0.3965510009765625,0.40058798828125,0.39568798828125,0.4003580078125,0.4000300048828125,0.4033780029296875,0.3998659912109375,0.4027260009765625,0.4023340087890625,0.403402001953125,0.4020760009765625,0.40261201171875,0.4005360107421875,0.401227001953125,0.395577001953125,0.396393994140625,0.396418994140625,0.397677001953125,0.393764990234375,0.39576298828125
0.396418994140625,0.397677001953125,0.393764990234375,0.39576298828125,0.3957179931640625,0.4080110107421875,0.3938580078125,0.4080110107421875,0.4087139892578125,0.4100509765625,0.40508701171875,0.4076570068359375,0.4040169921875,0.408047998046875,0.40266298828125,0.4071699951171875,0.405202001953125,0.4052449951171875,0.3984489990234375,0.3998840087890625,0.39966298828125,0.4001510009765625,0.3918389892578125,0.3941260009765625,0.3933280029296875,0.3957570068359375,0.3922679931640625,0.3933919921875,0.39477900390625,0.397418994140625,0.3935830078125,0.3963510009765625,0.3954169921875,0.397702001953125,0.39330400390625,0.39343798828125,0.39392900390625,0.39907099609375,0.3935300048828125,0.399056005859375,0.40693798828125,0.41009599609375,0.3993030029296875,0.401964990234375
0.3938679931640625,0.3990840087890625,0.3928159912109375,0.398135009765625,0.399802001953125,0.40482900390625,0.3995169921875,0.4045639892578125,0.405514990234375,0.4078489990234375,0.4044610107421875,0.4048419921875,0.4048260009765625,0.405,0.398031005859375,0.39863701171875,0.3987550048828125,0.4000409912109375,0.3969760009765625,0.3992010009765625,0.3998659912109375,0.401781005859375,0.3908699951171875,0.3918320068359375,0.391277001953125,0.3934050048828125,0.3846320068359375,0.3861590087890625,0.38351201171875,0.3905050048828125,0.3808860107421875,0.3855760009765625,0.3894010009765625,0.39372900390625,0.38736298828125,0.39192900390625,0.3876739990234375,0.3894260009765625,0.3838239990234375,0.3891929931640625,0.3878929931640625,0.39644599609375,0.3864110107421875,0.3960280029296875
0.39392900390625,0.39907099609375,0.3935300048828125,0.399056005859375,0.40693798828125,0.41009599609375,0.3993030029296875,0.401964990234375,0.40155400390625,0.4053760009765625,0.396564990234375,0.3995320068359375,0.39583701171875,0.39583701171875,0.3879449951171875,0.389575,0.3890909912109375,0.3890909912109375,0.3827909912109375,0.3852360107421875,0.38537900390625,0.3854860107421875,0.38000400390625,0.3817659912109375,0.3810469970703125,0.3838239990234375,0.37956201171875,0.38216201171875,0.3839489990234375,0.3889820068359375,0.3839489990234375,0.387843994140625,0.3853260009765625,0.3853260009765625,0.3764489990234375,0.3822389892578125,0.3815110107421875,0.3845800048828125,0.3797010009765625,0.3844820068359375,0.3843340087890625,0.384664990234375,0.3813219970703125,0.382925
